# Region type : patch outlet
# Faces         : 4
# Area          : 1.00000000e-02
# Scale factor  : 1.00000000e+00
# Time          	areaAverage(T)
520.5           	9.85653998e-01
521             	9.85806789e-01
521.5           	9.85959258e-01
522             	9.86111405e-01
522.5           	9.86263231e-01
523             	9.86414737e-01
523.5           	9.86565925e-01
524             	9.86716794e-01
524.5           	9.86867347e-01
525             	9.87017583e-01
525.5           	9.87167505e-01
526             	9.87317112e-01
526.5           	9.87466406e-01
527             	9.87615388e-01
527.5           	9.87764058e-01
528             	9.87912418e-01
528.5           	9.88060468e-01
529             	9.88208209e-01
529.5           	9.88355642e-01
530             	9.88502769e-01
530.5           	9.88649589e-01
531             	9.88796104e-01
531.5           	9.88942315e-01
532             	9.89088222e-01
532.5           	9.89233826e-01
533             	9.89379128e-01
533.5           	9.89524129e-01
534             	9.89668830e-01
534.5           	9.89813231e-01
535             	9.89957334e-01
535.5           	9.90101138e-01
536             	9.90244646e-01
536.5           	9.90387857e-01
537             	9.90530773e-01
537.5           	9.90673394e-01
538             	9.90815721e-01
538.5           	9.90957755e-01
539             	9.91099496e-01
539.5           	9.91240946e-01
540             	9.91382105e-01
540.5           	9.91522973e-01
541             	9.91663553e-01
541.5           	9.91803843e-01
542             	9.91943846e-01
542.5           	9.92083561e-01
543             	9.92222990e-01
543.5           	9.92362133e-01
544             	9.92500991e-01
544.5           	9.92639564e-01
545             	9.92777854e-01
545.5           	9.92915861e-01
546             	9.93053586e-01
546.5           	9.93191029e-01
547             	9.93328192e-01
547.5           	9.93465074e-01
548             	9.93601677e-01
548.5           	9.93738001e-01
549             	9.93874047e-01
549.5           	9.94009815e-01
550             	9.94145307e-01
550.5           	9.94280523e-01
551             	9.94415464e-01
551.5           	9.94550129e-01
552             	9.94684521e-01
552.5           	9.94818639e-01
553             	9.94952485e-01
553.5           	9.95086058e-01
554             	9.95219360e-01
554.5           	9.95352391e-01
555             	9.95485152e-01
555.5           	9.95617644e-01
556             	9.95749866e-01
556.5           	9.95881821e-01
557             	9.96013507e-01
557.5           	9.96144927e-01
558             	9.96276081e-01
558.5           	9.96406969e-01
559             	9.96537591e-01
559.5           	9.96667950e-01
560             	9.96798044e-01
560.5           	9.96927875e-01
561             	9.97057444e-01
561.5           	9.97186751e-01
562             	9.97315796e-01
562.5           	9.97444580e-01
563             	9.97573105e-01
563.5           	9.97701369e-01
564             	9.97829375e-01
564.5           	9.97957123e-01
565             	9.98084612e-01
565.5           	9.98211845e-01
566             	9.98338821e-01
566.5           	9.98465541e-01
567             	9.98592005e-01
567.5           	9.98718215e-01
568             	9.98844171e-01
568.5           	9.98969873e-01
569             	9.99095322e-01
569.5           	9.99220518e-01
570             	9.99345463e-01
570.5           	9.99470156e-01
571             	9.99594598e-01
571.5           	9.99718791e-01
572             	9.99842733e-01
572.5           	9.99966427e-01
573             	1.00008987e+00
573.5           	1.00021307e+00
574             	1.00033602e+00
574.5           	1.00045872e+00
575             	1.00058118e+00
575.5           	1.00070339e+00
576             	1.00082536e+00
576.5           	1.00094708e+00
577             	1.00106856e+00
577.5           	1.00118979e+00
578             	1.00131078e+00
578.5           	1.00143153e+00
579             	1.00155204e+00
579.5           	1.00167230e+00
580             	1.00179233e+00
580.5           	1.00191211e+00
581             	1.00203166e+00
581.5           	1.00215097e+00
582             	1.00227003e+00
582.5           	1.00238886e+00
583             	1.00250746e+00
583.5           	1.00262581e+00
584             	1.00274393e+00
584.5           	1.00286181e+00
585             	1.00297946e+00
585.5           	1.00309687e+00
586             	1.00321405e+00
586.5           	1.00333100e+00
587             	1.00344771e+00
587.5           	1.00356419e+00
588             	1.00368043e+00
588.5           	1.00379645e+00
589             	1.00391223e+00
589.5           	1.00402778e+00
590             	1.00414311e+00
590.5           	1.00425820e+00
591             	1.00437306e+00
591.5           	1.00448770e+00
592             	1.00460210e+00
592.5           	1.00471628e+00
593             	1.00483024e+00
593.5           	1.00494396e+00
594             	1.00505746e+00
594.5           	1.00517073e+00
595             	1.00528378e+00
595.5           	1.00539661e+00
596             	1.00550921e+00
596.5           	1.00562158e+00
597             	1.00573373e+00
597.5           	1.00584567e+00
598             	1.00595737e+00
598.5           	1.00606886e+00
599             	1.00618012e+00
599.5           	1.00629117e+00
600             	1.00640199e+00
